

デルマネライウチ,アサクサキングス,ジャカランダテラス(AUS)
デルマノウヒメ,アサクサデンエン(GB),ローザロッサ
デルマバラライカ,ハービンジャー(GB),ラピッドオレンジ
デルマハワイコウロ,ワークフォース(GB),ジブリール
デルマフユゲシキ,ワークフォース(GB),スマートレディー
デルマブランデー,ヘニーヒューズ(USA),フリードリームズ(GER)
デルマプレイバック,ミリオンディスク,デルマプロティナ
デルマブンザエモン,キャプテントゥーレ,ワイメア
デルマベリーニ,タートルボウル(IRE),ジブリール
デルマベルモット,タートルボウル(IRE),メイクイットベター
デルママオタイ,スウィフトカレント,アジアンビューティ
デルママツタロウ,スウィフトカレント,テンシノウタ
デルママティーニ,ゼンノロブロイ,フレンチマリー
デルママンハッタン,マルカシェンク,ミュンシー(IRE)
デルマミセラレテ,タートルボウル(IRE),ダイワレーヌ
デルマミダレガミ,スウィフトカレント,ミュンシー(IRE)
デルマミモザ,アドマイヤコジーン,フラワーサークル
デルマヤブラコウジ,ジャングルポケット,サトルスマイル
デルマヨタロウ,マルカシェンク,ワイメア
デルマヨッチャン,カンパニー,サニーサイドアップ
デルマラム,タートルボウル(IRE),ノブレスオブリッジ
テルメディカラカラ,ハービンジャー(GB),ジョリーダンス
テルルフォレスト,トビーズコーナー(USA),ラフィーク
テレグライド,ロージズインメイ(USA),クイックリプライ(USA)
テレチャウ,タイキシャトル(USA),ショコラン
デロニクスレギア,フサイチホウオー,ロサガリカ
テロメア,パイロ(USA),タカヒロガートップ
デロングスター,ヴィクトワールピサ,アイアムルビー(USA)
テンエイアズマ,カンパニー,ピンクサプライズ
テンエイアース,パイロ(USA),テンエイミューズ
テンエイハヤブサ,ファスリエフ(USA),ピンクサプライズ
テンエイヒーロー,ステイゴールド,テンエイハトリコ
テンエイリリー,キングヘイロー,テンエイキララ
テンエイリード,リンカーン,テンエイハトリコ
テンオールゲッター,アドマイヤオーラ,イノセントハート(USA)
デンカノホウトウ,デュランダル,センボンザクラ
テンカムソウ,パーソナルラッシュ(USA),サッポロサクラ
テンキセキ,アグネスデジタル(USA),ホシノキンカ
テンクウ,ヨハネスブルグ(USA),ピサノドヌーヴ
テンクウマリー,トーセンブライト,トーセンママレード
デンコウアリオン,タイキシャトル(USA),デンコウレジーナ
デンコウアルル,マツリダゴッホ,シングムーン(USA)
デンコウアンジュ,メイショウサムソン,デンコウラッキー
デンコウイッセン,メイショウサムソン,ドゥザボサノバ(IRE)
デンコウウノ,メイショウオウドウ,ツリー
デンコウエポック,メイショウサムソン,エイプリルヒロイン
デンコウエルドラド,メイショウボーラー,デンコウレジーナ
デンコウガイア,ブライアンズタイム(USA),シルキーマニッシュ
デンコウキングダム,ローエングリン,アマランス
デンコウグランデ,ゴールドアリュール,バグワイザー(USA)
デンコウグロリアス,エンパイアメーカー(USA),チアズグレイス
デンコウケンジャ,ヨハネスブルグ(USA),オオシマパンジー
デンコウコハク,メイショウボーラー,ツリー
デンコウジェネシス,ハービンジャー(GB),アースマリン
デンコウシャフト,リーチザクラウン,ニシノヘレンド
デンコウシャーリー,メイショウオウドウ,デンサクヒロ
デンコウシュク,メイショウボーラー,デンコウレジーナ
デンコウスティール,グラスワンダー(USA),デンコウラッキー
デンコウタカミー,アグネスデジタル(USA),デンコウキララ
デンコウチャレンジ,マンハッタンカフェ,ベストオブチャンス
デンコウノホシ,キングヘイロー,セレサス
デンコウハシャ,バゴ(FR),レガシーウィンド
デンコウヒノマル,ダイワメジャー,レインボウスズラン
デンコウフドウ,アイルハヴアナザー(USA),ツリー
デンコウメジャー,ダイワメジャー,ホットスウェル(USA)
デンコウリキ,タイキシャトル(USA),デンコウレジーナ
デンコウリョウ,タニノギムレット,ニンナナンナ
テンザワールド,ダイワメジャー,クォリティシーズン
テンザンヒ,ナカヤマフェスタ,マイネグロリアーナ(USA)
テンザンフミスタ,ワイルドラッシュ(USA),ミストラルアゲン
テンシノコレクター,シーキングザダイヤ(USA),テンシテンシ
デンセツノマジョ,オンファイア,アドマイヤダッシュ
テンタマユキノブ,ローズキングダム,ペリウィンクル
テンテマリ,スズカフェニックス,テンイムホウ
デンデラリュウ,サウスヴィグラス(USA),グロリアスシーン
テンナイトパール,ゴールドアリュール,コーンドリー
テンナインズ,ブライアンズタイム(USA),アルビアン(USA)
テンノイタダキ,スマートファルコン,プロヴァンス
テンノカガヤキ,マンハッタンカフェ,メジロカトリーヌ
テンノサクラコ,カネヒキリ,ボーイントンキャニオン(USA)
デンパサール,ロージズインメイ(USA),タスク(USA)
デンバーテソーロ(CAN),Violence(USA),Cloud of Smoke(USA)
テンプルツリー,ブラックタイド,シルクヴィーナス
テンポディヴァルス,ロードカナロア,アンナータ
テンモース(USA),Speightstown(USA),Lemon Kiss(USA)
テンワールドレイナ,ローエングリン,レイナクーバ
テーオーアモーレ,ヨハネスブルグ(USA),グッデーコパ
テーオーエナジー,カネヒキリ,シルキークラフト(USA)
テーオーエレナ,ヴィクトワールピサ,ノーザンシャトル
テーオーエンブレム,トーセンホマレボシ,リトルハーモニー
テーオージーニアス,ゴールドアリュール,リーグルメアリー(USA)
テーオーソルジャー,ゴールドアリュール,ウェディングベリー
テーオーパートナー,ヘニーヒューズ(USA),ミスアイーカメ
テーオービクトリー,ブラックタイド,タイキクララ
テーオービックバン,ゼンノロブロイ,ゴットザビート
テーオーフォルテ,ハービンジャー(GB),グッデーコパ
テーオーフォース,シンボリクリスエス(USA),キャンディーストア
テーオーヘラクレス,シンボリクリスエス(USA),ウェディングベリー
テーオーヘリオス(USA),Fusaichi Pegasus(USA),リーグルメアリー(USA)
テーオールチア,シニスターミニスター(USA),マキシムカフェ
データヴァリュー,クロフネ(USA),クリックヒア
